idade,renda_mensal,dependentes,estado_civil,valor_investir_mensal,experiencia_anos,dividas_percentual,patrimonio_atual,tolerancia_perda_1,tolerancia_perda_2,horizonte_investimento,conhecimento_mercado,estabilidade_emprego,tem_reserva_emergencia,planos_grandes_gastos,perfil_risco,publico_alvo,fonte_dados
18,4376.0,0,0,1492.79,4,2.0,0.0,4.0,5.0,2,10,7,,0,agressivo,,sintetico
70,3282.0,1,0,656.4,40,31.63,326025.0,5.0,4.8,5,8,5,1.0,1,conservador,0.0,scf
53,32655.51,1,1,6531.09,28,23.77,936345.0,5.0,4.5,12,10,10,0.0,1,moderado,0.0,scf
69,16656.24,1,0,2498.43,22,100.0,-760980.0,2.5,2.0,5,4,3,0.0,1,conservador,0.0,scf
77,10057.5,2,1,2011.5,40,25.34,533950.0,2.5,2.7,5,10,5,0.0,1,conservador,0.0,scf
72,25405.74,0,0,5081.16,40,100.0,-88800.0,2.5,2.1,5,8,5,0.0,1,conservador,0.0,scf
46,23177.49,2,2,4056.06,16,25.52,217635.0,2.5,2.1,19,6,9,0.0,1,conservador,0.0,scf
57,6439.5,0,0,1126.92,24,32.4,86990.0,7.5,7.1,8,6,10,0.0,1,conservador,0.0,scf
25,1547.0,0,0,93.52,0,2.3,8722.28,3.0,3.0,3,1,9,,0,moderado,,sintetico
62,10260.99,0,0,2052.21,37,31.1,682615.0,2.5,2.7,5,10,10,1.0,1,conservador,0.0,scf
48,22659.75,1,2,4531.95,23,24.66,455620.0,7.5,7.8,17,8,9,0.0,1,agressivo,0.0,scf
18,2507.0,0,0,487.89,0,4.5,0.0,2.0,2.0,3,2,5,,0,conservador,,sintetico
20,1969.0,0,0,184.48,3,23.6,4691.78,2.0,1.0,2,10,4,,0,moderado,,sintetico
39,47765.01,1,0,9552.99,14,24.28,286255.0,10.0,10.0,26,8,9,0.0,1,agressivo,0.0,scf
56,26434.5,1,0,4626.03,23,100.0,-270280.0,7.5,7.7,9,6,7,0.0,1,moderado,0.0,scf
70,28506.51,0,0,3563.31,11,100.0,-80330.0,5.0,4.9,5,2,6,0.0,1,conservador,0.0,scf
29,13407.51,0,2,2681.49,4,100.0,-353820.0,7.5,7.8,36,8,9,0.0,1,moderado,0.0,scf
63,13842.75,1,1,2422.47,28,32.61,298265.0,5.0,4.6,5,6,10,0.0,1,conservador,0.0,scf
21,1443.0,0,0,175.59,0,3.1,5774.43,1.0,1.0,1,3,6,,0,conservador,,sintetico
61,14883.24,0,1,2976.66,36,18.58,4178970.0,2.5,2.9,5,10,7,1.0,1,moderado,0.0,scf
63,5244.51,0,2,1048.89,38,24.47,242050.0,2.5,2.3,5,8,10,1.0,1,conservador,0.0,scf
36,9462.99,0,1,1656.03,8,19.66,739200.0,7.5,7.6,29,8,8,1.0,0,agressivo,0.0,scf
20,2286.0,0,0,252.84,0,27.0,5505.52,3.0,5.0,2,1,8,,1,conservador,,sintetico
35,7482.51,0,2,1496.49,10,100.0,-551800.0,7.5,7.7,30,8,8,0.0,0,moderado,0.0,scf
72,4727.49,1,0,827.31,35,28.51,363700.0,10.0,10.0,5,6,3,1.0,1,agressivo,0.0,scf
74,19673.76,0,1,2459.22,12,17.45,123745.0,5.0,4.6,5,2,6,0.0,1,conservador,0.0,scf
29,6755.01,3,2,1182.12,3,30.4,426120.0,5.0,5.0,36,6,8,1.0,1,moderado,0.0,scf
59,35373.51,3,2,5306.04,17,100.0,-24230.0,2.5,2.3,6,4,7,0.0,1,conservador,0.0,scf
36,24617.25,0,0,4923.45,11,21.04,826815.0,5.0,5.5,29,10,6,0.0,0,agressivo,0.0,scf
64,19914.0,0,1,2987.1,20,23.16,680825.0,2.5,2.3,5,4,9,0.0,1,conservador,0.0,scf
41,6733.74,0,2,1010.07,8,19.69,483410.0,7.5,7.1,24,4,9,1.0,0,moderado,0.0,scf
82,9691.5,0,0,1938.3,40,16.93,273655.0,7.5,7.7,5,8,3,0.0,0,moderado,0.0,scf
52,41321.49,0,0,8264.31,27,100.0,-72255.0,5.0,5.1,13,8,7,0.0,1,moderado,0.0,scf
21,1164.0,0,2,63.47,4,2.1,2726.39,4.0,4.0,3,10,4,,1,agressivo,,sintetico
37,26400.75,1,2,3960.12,6,17.5,49150.0,5.0,4.8,28,4,8,0.0,1,moderado,0.0,scf
25,1398.0,0,1,153.96,4,3.9,15956.84,8.0,6.0,1,9,9,,1,agressivo,,sintetico
63,6629.49,0,1,1160.16,28,23.78,1239015.0,7.5,7.5,5,8,9,1.0,1,moderado,0.0,scf
19,2217.0,0,1,470.58,2,26.9,2153.55,2.0,1.0,2,7,5,,1,conservador,,sintetico
25,2871.0,0,0,662.54,2,42.4,40028.14,5.0,7.0,3,5,4,,0,agressivo,,sintetico
23,1868.0,1,0,179.01,1,14.6,13197.64,2.0,1.0,3,3,8,,1,moderado,,sintetico
46,10401.24,1,1,2080.26,21,27.2,31520.0,2.5,2.3,19,8,4,0.0,1,conservador,0.0,scf
50,10979.49,2,2,1921.41,19,32.06,693270.0,10.0,9.9,15,8,9,1.0,1,agressivo,0.0,scf
37,15800.25,2,1,3160.05,12,30.64,1218220.0,5.0,4.8,28,10,9,1.0,1,moderado,0.0,scf
24,7515.0,0,0,1565.13,3,45.2,54606.52,8.0,7.0,3,8,9,,0,agressivo,,sintetico
22,4599.0,1,0,735.6,0,44.9,14953.85,2.0,2.0,3,3,8,,1,conservador,,sintetico
33,24948.99,0,1,4366.08,6,21.06,55025.0,7.5,7.3,32,6,9,0.0,1,agressivo,0.0,scf
18,5979.0,0,0,1190.55,0,35.1,0.0,2.0,2.0,3,3,8,,1,conservador,,sintetico
77,12036.0,5,0,2106.3,39,22.71,693080.0,10.0,10.0,5,8,3,1.0,1,agressivo,0.0,scf
67,28795.74,2,1,4319.37,21,100.0,-52695.0,2.5,2.9,5,4,3,0.0,1,conservador,0.0,scf
21,3197.0,0,0,757.9,2,9.6,10577.92,1.0,2.0,2,7,5,,0,agressivo,,sintetico
66,10143.51,4,1,1775.1,31,30.62,75015.0,2.5,2.4,5,6,6,0.0,1,conservador,0.0,scf
40,6555.0,2,0,983.25,8,19.73,234790.0,7.5,7.3,25,4,8,1.0,1,moderado,0.0,scf
19,1713.0,1,1,202.79,1,35.7,3297.72,1.0,1.0,3,6,8,,0,conservador,,sintetico
44,5258.25,2,0,788.73,10,20.5,62355.0,7.5,8.0,21,4,7,0.0,1,moderado,0.0,scf
61,47186.25,0,0,9437.25,36,23.76,1200115.0,2.5,2.6,5,10,10,0.0,1,moderado,0.0,scf
62,2854.74,0,0,499.59,28,31.55,189430.0,7.5,7.8,5,6,9,1.0,1,moderado,0.0,scf
65,19203.24,0,1,3360.57,30,20.12,1282180.0,7.5,7.6,5,8,5,1.0,1,agressivo,0.0,scf
39,12034.74,0,2,2106.09,10,32.86,1545480.0,7.5,7.6,26,8,3,1.0,0,agressivo,0.0,scf
44,11893.74,1,1,2378.76,19,31.68,330915.0,2.5,2.6,21,8,9,0.0,1,conservador,0.0,scf
20,6465.0,1,1,1671.27,1,33.8,21784.94,4.0,6.0,3,6,7,,0,moderado,,sintetico
49,10515.24,2,1,1840.17,18,100.0,-23935.0,5.0,5.4,16,6,7,0.0,1,conservador,0.0,scf
46,23859.75,1,1,4175.46,16,29.37,8610.0,7.5,7.4,19,6,10,0.0,1,agressivo,0.0,scf
52,50425.26,0,2,10085.04,27,30.55,140125.0,10.0,9.5,13,8,7,0.0,1,agressivo,0.0,scf
21,1112.0,1,0,156.35,0,20.6,5282.86,1.0,2.0,3,2,4,,0,conservador,,sintetico
51,7525.5,0,1,1505.1,26,28.4,2796900.0,2.5,2.5,14,10,9,1.0,0,moderado,0.0,scf
25,1928.0,1,0,216.95,1,43.1,17084.83,5.0,6.0,2,4,5,,0,agressivo,,sintetico
49,26550.0,2,0,4646.25,18,33.24,2502140.0,10.0,10.0,16,8,9,1.0,1,agressivo,0.0,scf
49,22404.51,1,0,4480.89,24,30.75,1454730.0,2.5,2.5,16,10,7,1.0,1,moderado,0.0,scf
25,3576.0,1,0,873.82,5,38.9,48910.65,7.0,8.0,3,10,10,,0,agressivo,,sintetico
39,6849.0,0,1,1369.8,14,100.0,-160150.0,5.0,4.8,26,8,6,0.0,0,conservador,0.0,scf
30,30945.99,2,1,6189.21,5,27.39,53335.0,5.0,4.7,35,8,8,0.0,1,moderado,0.0,scf
72,8775.0,1,1,1535.64,35,100.0,-274760.0,2.5,2.3,5,6,5,0.0,1,conservador,0.0,scf
46,45762.24,0,1,9152.46,21,32.85,1190415.0,7.5,7.7,19,10,4,0.0,0,agressivo,0.0,scf
21,6597.0,0,0,1746.98,3,22.2,11789.29,5.0,6.0,2,9,8,,0,agressivo,,sintetico
54,26110.74,1,2,5222.16,29,25.49,2581265.0,5.0,5.2,11,10,7,1.0,1,agressivo,0.0,scf
62,2450.76,0,1,306.36,9,100.0,-11330.0,2.5,2.3,5,2,10,0.0,1,conservador,0.0,scf
54,20877.24,1,2,3131.58,14,22.83,3102125.0,2.5,2.6,11,4,10,1.0,1,conservador,0.0,scf
46,42918.99,4,0,6437.85,10,31.18,2194780.0,2.5,2.9,19,4,9,0.0,1,conservador,0.0,scf
64,9239.49,3,2,1385.91,20,24.99,394195.0,7.5,7.7,5,4,7,0.0,1,moderado,0.0,scf
78,43023.99,2,2,7529.19,40,17.5,588020.0,5.0,4.8,5,8,3,0.0,1,moderado,0.0,scf
43,19715.01,0,0,2464.38,4,18.69,1848540.0,10.0,10.0,22,2,9,1.0,0,agressivo,0.0,scf
60,8413.26,1,1,1682.64,35,18.59,682550.0,10.0,9.9,5,10,10,1.0,1,agressivo,0.0,scf
45,61599.24,0,2,12319.86,20,29.87,2025830.0,5.0,4.5,20,10,10,1.0,0,agressivo,0.0,scf
24,1764.0,0,0,101.7,1,32.2,13735.78,4.0,4.0,3,6,10,,1,moderado,,sintetico
40,6938.49,0,1,1214.25,11,28.31,101095.0,5.0,5.2,25,6,6,0.0,0,moderado,0.0,scf
47,6905.01,0,1,1208.37,16,24.78,116435.0,2.5,2.4,18,6,9,0.0,0,conservador,0.0,scf
38,43911.51,0,0,7684.5,10,29.1,3065540.0,7.5,7.2,27,8,8,1.0,0,agressivo,0.0,scf
66,20445.51,4,1,4089.09,40,25.77,144975.0,5.0,5.0,5,8,6,0.0,1,conservador,0.0,scf
25,23224.26,2,1,4064.25,0,33.03,2526490.0,5.0,5.1,40,8,8,1.0,1,agressivo,1.0,scf
43,44526.0,2,2,7792.05,14,20.15,298550.0,10.0,9.9,22,6,10,0.0,1,agressivo,0.0,scf
60,36991.5,2,1,6473.52,26,24.05,407980.0,2.5,2.3,5,6,10,0.0,1,conservador,0.0,scf
18,1605.0,0,0,211.94,2,1.3,0.0,2.0,2.0,2,6,6,,1,conservador,,sintetico
49,4853.76,1,0,970.74,24,19.61,216935.0,10.0,10.0,16,8,4,0.0,1,agressivo,0.0,scf
53,11438.76,0,1,1429.86,7,20.38,457935.0,2.5,2.8,12,2,4,0.0,0,conservador,0.0,scf
23,3878.0,0,0,513.98,0,20.7,18955.16,6.0,5.0,3,4,7,,0,agressivo,,sintetico
57,11557.74,1,1,2311.56,32,100.0,-98235.0,5.0,4.9,8,8,10,0.0,1,conservador,0.0,scf
77,30257.25,0,1,6051.45,40,100.0,-265590.0,7.5,7.8,5,8,5,0.0,1,moderado,0.0,scf
51,4338.75,2,0,759.27,20,18.65,3446350.0,10.0,9.6,14,8,9,1.0,1,agressivo,0.0,scf
24,5712.0,0,0,1420.75,5,19.4,59505.83,7.0,9.0,1,10,9,,0,agressivo,,sintetico
18,1147.0,0,0,73.63,0,21.1,0.0,1.0,1.0,2,1,4,,0,agressivo,,sintetico
67,7796.01,0,0,1559.19,40,100.0,-9015.0,7.5,7.9,5,8,5,0.0,1,conservador,0.0,scf
59,43048.74,0,1,6457.32,17,30.95,149955.0,5.0,5.1,6,4,10,0.0,1,conservador,0.0,scf
25,7773.0,0,0,2282.67,2,12.3,107759.25,6.0,6.0,2,6,4,,0,agressivo,,sintetico
21,38438.49,2,0,7687.71,0,25.2,3134285.0,10.0,10.0,40,10,8,1.0,1,agressivo,1.0,scf
18,5531.0,0,0,1648.63,1,1.6,0.0,3.0,1.0,1,6,9,,1,conservador,,sintetico
29,8455.5,2,2,1479.72,3,33.14,637925.0,7.5,7.1,36,8,9,1.0,1,moderado,0.0,scf
48,22415.76,3,1,4483.14,23,27.36,193160.0,2.5,2.9,17,8,7,0.0,1,moderado,0.0,scf
47,10562.76,0,0,1848.48,16,24.81,634430.0,7.5,7.2,18,8,10,1.0,0,agressivo,0.0,scf
44,8193.24,2,0,1433.82,14,27.98,79600.0,5.0,4.8,21,6,4,0.0,1,moderado,0.0,scf
70,31883.01,2,2,5579.52,34,31.82,123840.0,5.0,5.2,5,6,5,0.0,1,conservador,0.0,scf
77,22569.51,0,0,4513.89,40,19.15,1362080.0,7.5,7.5,5,10,6,1.0,0,agressivo,0.0,scf
23,6367.0,1,0,1844.14,3,31.6,26696.85,4.0,3.0,3,9,5,,0,agressivo,,sintetico
78,24982.74,2,2,4371.99,40,19.47,864360.0,2.5,2.8,5,8,6,0.0,1,conservador,0.0,scf
51,10023.0,1,2,1252.86,6,28.94,2085025.0,5.0,5.4,14,2,10,1.0,1,moderado,0.0,scf
71,13021.5,1,1,1953.24,23,100.0,-81290.0,5.0,4.8,5,4,6,0.0,1,conservador,0.0,scf
25,2871.0,0,0,662.54,2,42.4,40028.14,5.0,7.0,3,5,4,,0,agressivo,,sintetico
29,8545.5,0,1,1495.47,3,18.11,1535775.0,7.5,7.7,36,8,9,1.0,0,agressivo,0.0,scf
71,37895.01,2,1,5684.25,23,19.16,1456025.0,5.0,4.6,5,4,6,0.0,1,conservador,0.0,scf
48,16845.0,0,1,2947.89,17,22.0,6628705.0,5.0,5.2,17,8,10,1.0,0,moderado,0.0,scf
24,4399.0,0,1,843.29,0,10.5,45951.8,5.0,3.0,1,4,6,,0,moderado,,sintetico
50,49205.25,1,2,7380.78,12,100.0,-29985.0,10.0,9.8,15,4,7,0.0,1,moderado,0.0,scf
24,5712.0,0,0,1420.75,5,19.4,59505.83,7.0,9.0,1,10,9,,0,agressivo,,sintetico
65,24974.49,0,1,4370.55,30,25.74,211145.0,2.5,2.4,5,6,3,0.0,1,conservador,0.0,scf
21,2447.0,0,0,282.93,0,4.8,11345.86,4.0,3.0,3,4,5,,0,moderado,,sintetico
62,2911.5,0,0,509.52,28,100.0,-321075.0,7.5,7.7,5,6,7,0.0,1,conservador,0.0,scf
60,8849.25,2,2,1769.85,35,100.0,-476320.0,10.0,10.0,5,8,10,0.0,1,moderado,0.0,scf
54,34879.26,1,1,6975.84,29,18.25,2087600.0,5.0,5.0,11,10,9,0.0,1,moderado,0.0,scf
39,32829.0,1,0,4103.64,4,31.36,1150525.0,5.0,5.1,26,2,9,0.0,1,moderado,0.0,scf
77,24743.01,0,0,4948.59,40,32.37,181160.0,7.5,7.9,5,8,3,0.0,1,moderado,0.0,scf
58,1706.76,1,0,341.34,33,18.96,1351990.0,5.0,5.0,7,10,10,1.0,1,moderado,0.0,scf
43,3853.74,3,1,770.76,18,30.4,3780475.0,5.0,5.3,22,10,4,1.0,1,moderado,0.0,scf
77,28154.49,0,1,4927.05,39,22.98,2823695.0,7.5,7.6,5,8,3,1.0,0,agressivo,0.0,scf
73,19463.25,1,1,2919.48,24,100.0,-337460.0,7.5,7.8,5,4,1,0.0,1,conservador,0.0,scf
38,33477.24,0,1,5021.58,6,31.17,207365.0,10.0,10.0,27,4,8,0.0,1,agressivo,0.0,scf
25,1295.0,0,0,71.29,0,11.9,7313.55,5.0,6.0,2,4,7,,0,conservador,,sintetico
22,7268.0,0,1,1329.08,3,37.4,39626.21,4.0,3.0,3,8,10,,1,agressivo,,sintetico
38,41165.25,0,0,5145.66,3,27.31,684340.0,2.5,2.0,27,2,8,0.0,1,conservador,0.0,scf
41,10629.24,0,1,1860.12,12,30.85,1991680.0,7.5,7.9,24,8,8,1.0,0,agressivo,0.0,scf
21,3372.0,0,1,783.81,5,36.5,19504.86,6.0,7.0,3,10,7,,1,conservador,,sintetico
25,6026.0,0,0,1739.82,2,42.3,61866.25,7.0,6.0,3,7,9,,0,agressivo,,sintetico
74,28308.75,0,1,5661.75,40,26.79,3122855.0,2.5,2.9,5,10,3,1.0,0,moderado,0.0,scf
71,5296.26,3,1,1059.24,40,100.0,-60040.0,2.5,2.6,5,8,3,0.0,1,conservador,0.0,scf
43,14966.25,1,1,2993.25,18,100.0,-50420.0,10.0,10.0,22,8,7,0.0,1,agressivo,0.0,scf
25,2185.0,0,1,282.64,2,32.0,29479.44,4.0,6.0,3,5,9,,0,agressivo,,sintetico
22,1157.0,1,2,92.07,3,41.3,2767.03,3.0,2.0,2,7,7,,0,conservador,,sintetico
23,1131.0,0,0,125.95,2,14.0,4563.26,3.0,3.0,3,8,5,,0,agressivo,,sintetico
48,33612.51,0,1,5041.89,12,19.38,677800.0,10.0,9.5,17,4,10,0.0,0,agressivo,0.0,scf
57,15753.75,3,1,2756.91,24,20.96,274875.0,2.5,2.1,8,6,10,0.0,1,conservador,0.0,scf
63,19601.76,2,1,2940.27,19,29.03,32380.0,2.5,2.3,5,4,4,0.0,1,conservador,0.0,scf
44,14983.5,1,1,2996.7,19,27.74,29240.0,7.5,7.2,21,8,10,0.0,1,agressivo,0.0,scf
25,17969.76,0,0,3144.72,0,33.24,63800.0,5.0,4.7,40,6,8,0.0,1,moderado,1.0,scf
21,2255.0,0,0,459.48,2,44.6,12035.24,3.0,2.0,3,5,7,,1,moderado,,sintetico
52,20092.5,0,1,4018.5,27,26.44,1152865.0,7.5,7.9,13,10,9,0.0,0,agressivo,0.0,scf
65,10872.99,1,0,1902.78,30,26.9,4974520.0,5.0,5.5,5,8,5,1.0,1,moderado,0.0,scf
40,5046.51,0,1,630.81,4,19.75,63905.0,5.0,5.2,25,2,6,0.0,0,moderado,0.0,scf
65,37563.51,1,0,7512.69,40,26.09,259735.0,7.5,7.6,5,8,5,0.0,1,moderado,0.0,scf
66,4598.49,0,1,689.76,20,23.46,553125.0,5.0,5.3,5,4,3,1.0,1,conservador,0.0,scf
42,13917.75,0,2,2435.61,13,23.75,454580.0,2.5,2.1,23,6,9,0.0,0,conservador,0.0,scf
31,38997.24,3,0,7799.46,6,18.09,332185.0,5.0,5.4,34,8,3,0.0,1,moderado,0.0,scf
59,28795.74,0,1,3599.46,8,25.16,655550.0,2.5,2.7,6,2,10,0.0,1,conservador,0.0,scf
44,157224.24,1,0,31444.86,19,23.57,583255.0,7.5,7.6,21,10,9,0.0,1,agressivo,0.0,scf
50,4875.24,2,2,609.42,6,100.0,-140330.0,2.5,2.3,15,2,7,0.0,1,conservador,0.0,scf
68,10932.99,4,0,2186.61,40,30.0,761025.0,5.0,4.9,5,10,5,1.0,1,moderado,0.0,scf
25,3763.0,0,0,787.83,0,25.7,47002.25,3.0,2.0,3,4,7,,0,moderado,,sintetico
60,24802.26,0,1,3100.29,9,27.79,4766590.0,5.0,4.6,5,2,9,1.0,1,moderado,0.0,scf
57,11115.99,1,0,2223.21,32,28.2,2043975.0,2.5,2.2,8,10,9,1.0,1,moderado,0.0,scf
58,35169.51,0,2,5275.44,16,25.08,961905.0,2.5,2.3,7,4,7,0.0,1,conservador,0.0,scf
61,11452.5,0,2,2290.5,36,23.35,3572070.0,7.5,7.9,5,10,10,1.0,1,agressivo,0.0,scf
25,1398.0,0,1,153.96,4,3.9,15956.84,8.0,6.0,1,9,9,,1,agressivo,,sintetico
58,3807.0,0,1,571.05,16,24.59,617525.0,10.0,9.6,7,4,10,1.0,1,moderado,0.0,scf
47,6451.74,2,1,1290.36,22,32.24,221285.0,5.0,4.7,18,8,10,1.0,1,moderado,0.0,scf
35,61352.49,0,1,12270.51,10,100.0,-404370.0,5.0,5.2,30,8,9,0.0,1,moderado,0.0,scf
24,6958.0,0,0,1329.42,4,33.9,79526.0,10.0,8.0,1,9,4,,1,agressivo,,sintetico
25,7815.0,0,0,1375.83,1,28.9,33191.96,8.0,10.0,2,3,5,,0,agressivo,,sintetico
71,54779.49,0,2,10955.91,40,100.0,-21915.0,10.0,10.0,5,8,1,0.0,1,agressivo,0.0,scf
69,11260.26,3,1,1970.55,33,32.85,25650.0,2.5,2.1,5,6,6,0.0,1,conservador,0.0,scf
60,88614.99,0,1,13292.25,18,32.19,63780.0,10.0,9.5,5,4,9,0.0,1,agressivo,0.0,scf
62,17886.99,1,1,2235.87,9,27.99,180505.0,2.5,2.4,5,2,9,0.0,1,conservador,0.0,scf
39,6456.0,1,2,968.4,7,100.0,-205295.0,5.0,5.4,26,4,9,0.0,1,conservador,0.0,scf
37,25074.99,1,2,3761.25,6,23.36,120500.0,7.5,7.5,28,4,8,0.0,1,agressivo,0.0,scf
23,5681.0,0,0,896.51,0,34.4,35225.35,3.0,1.0,2,3,9,,0,moderado,,sintetico
34,5299.26,2,1,1059.84,9,30.64,1527350.0,7.5,7.5,31,10,6,1.0,1,agressivo,0.0,scf
18,7454.0,0,0,2404.68,0,6.1,0.0,2.0,1.0,2,2,8,,0,conservador,,sintetico
43,8474.76,1,0,1483.08,14,20.07,324720.0,2.5,2.3,22,6,9,1.0,1,moderado,0.0,scf
63,62106.0,1,1,10868.55,28,19.25,570880.0,5.0,5.2,5,8,7,0.0,1,moderado,0.0,scf
24,1361.0,0,0,157.33,1,7.0,9554.67,2.0,2.0,2,3,8,,0,moderado,,sintetico
24,3627.0,0,2,491.23,1,29.7,41448.73,4.0,2.0,3,6,5,,0,agressivo,,sintetico
67,19143.24,2,1,3828.66,40,16.91,590240.0,7.5,7.2,5,10,1,0.0,1,moderado,0.0,scf
39,14138.76,1,1,2827.74,14,19.48,2574525.0,5.0,5.5,26,10,9,1.0,1,agressivo,0.0,scf
43,28930.5,2,1,5786.1,18,31.7,1608935.0,2.5,2.9,22,10,10,1.0,1,moderado,0.0,scf
63,25208.25,0,0,3151.02,10,25.18,740785.0,5.0,5.5,5,2,7,0.0,1,moderado,0.0,scf
18,5996.0,0,1,1339.59,4,2.7,0.0,4.0,4.0,3,10,6,,0,agressivo,,sintetico
79,2915.76,2,1,583.14,40,30.11,22420.0,5.0,4.9,5,8,6,0.0,1,conservador,0.0,scf
56,9359.25,0,1,1403.88,16,100.0,-33300.0,2.5,2.8,9,4,10,0.0,1,conservador,0.0,scf
33,15334.26,0,1,2683.5,6,19.11,439045.0,10.0,10.0,32,6,9,0.0,0,agressivo,0.0,scf
67,30537.0,4,0,4580.55,21,100.0,-754760.0,2.5,2.4,5,4,5,0.0,1,conservador,0.0,scf
46,7636.5,2,0,1527.3,21,29.07,135490.0,2.5,2.6,19,8,10,0.0,1,conservador,0.0,scf
29,24304.74,1,0,4860.96,4,24.17,124675.0,5.0,5.0,36,8,9,0.0,1,agressivo,0.0,scf
43,21443.49,0,0,4288.71,18,27.04,703430.0,5.0,4.9,22,10,10,1.0,0,agressivo,0.0,scf
21,1322.0,0,0,136.96,3,0.2,3326.91,6.0,6.0,2,10,5,,0,moderado,,sintetico
73,13302.0,0,2,2660.4,40,29.37,3560525.0,2.5,2.7,5,10,6,1.0,0,moderado,0.0,scf
78,14377.26,1,1,2516.01,40,100.0,-412495.0,10.0,9.7,5,6,5,0.0,1,moderado,0.0,scf
18,5795.0,0,0,873.46,0,18.7,0.0,1.0,3.0,2,2,5,,0,moderado,,sintetico
18,11110.5,1,0,1944.33,0,24.43,711950.0,7.5,7.6,40,8,8,0.0,1,agressivo,1.0,scf
44,221500.26,1,1,44300.04,19,20.85,21682060.0,7.5,7.5,21,10,10,1.0,1,agressivo,0.0,scf
21,1005.0,0,0,130.95,0,4.6,1666.15,1.0,2.0,2,4,4,,0,conservador,,sintetico
57,18578.25,2,1,2786.73,16,20.41,1226345.0,5.0,5.4,8,4,4,1.0,1,moderado,0.0,scf
23,6335.49,1,0,1267.11,0,32.62,6572750.0,5.0,4.6,40,10,8,1.0,1,moderado,1.0,scf
67,32904.75,1,0,5758.32,32,20.95,587670.0,5.0,4.9,5,8,3,0.0,1,moderado,0.0,scf
34,38930.01,0,0,5839.5,4,21.01,289735.0,7.5,7.1,31,4,6,0.0,1,agressivo,0.0,scf
51,6415.5,2,1,1283.1,26,27.24,396395.0,2.5,2.6,14,8,10,1.0,1,conservador,0.0,scf
70,2777.49,0,1,555.51,40,21.13,238855.0,2.5,2.2,5,8,3,1.0,0,conservador,0.0,scf
33,24511.74,1,0,3676.77,4,29.6,8989635.0,5.0,5.3,32,4,3,1.0,1,moderado,0.0,scf
36,35594.01,0,1,5339.1,6,24.35,409625.0,7.5,8.0,29,4,9,0.0,1,agressivo,0.0,scf
61,51885.24,2,0,10377.06,36,21.98,163905.0,7.5,7.6,5,8,9,0.0,1,agressivo,0.0,scf
54,20652.51,0,0,3097.89,14,29.53,222190.0,10.0,9.7,11,4,9,0.0,1,agressivo,0.0,scf
21,2921.0,1,0,480.24,3,24.1,5586.21,4.0,5.0,2,8,7,,1,moderado,,sintetico
50,24574.5,2,1,4914.9,25,32.78,180195.0,5.0,4.6,15,8,10,0.0,1,moderado,0.0,scf
45,9703.26,2,2,1940.64,20,22.56,154240.0,2.5,2.8,20,8,10,0.0,1,conservador,0.0,scf
42,36702.51,0,1,7340.49,17,100.0,-82640.0,2.5,2.8,23,8,3,0.0,1,conservador,0.0,scf
42,7522.74,3,1,1504.56,17,32.43,610850.0,2.5,2.6,23,10,8,1.0,1,conservador,0.0,scf
55,5086.74,0,0,635.85,8,18.32,698125.0,2.5,2.2,10,2,7,1.0,1,conservador,0.0,scf
55,14504.76,0,1,2900.94,30,30.42,1250075.0,10.0,9.5,10,10,9,1.0,1,agressivo,0.0,scf
46,8901.75,0,1,1112.73,5,21.36,21803960.0,10.0,9.8,19,2,7,1.0,0,agressivo,0.0,scf
36,9462.99,0,1,1656.03,8,19.66,739200.0,7.5,7.6,29,8,8,1.0,0,agressivo,0.0,scf
24,1730.0,2,0,204.22,1,21.6,7533.81,6.0,8.0,1,3,6,,0,moderado,,sintetico
78,25702.5,1,1,4497.93,40,24.14,1543180.0,5.0,5.5,5,8,5,1.0,1,moderado,0.0,scf
42,36653.25,0,2,6414.33,13,100.0,-345555.0,7.5,7.2,23,6,9,0.0,1,moderado,0.0,scf
64,42583.26,0,1,7452.06,29,19.24,2408945.0,7.5,7.5,5,8,7,1.0,1,agressivo,0.0,scf
51,7472.76,0,1,1494.54,26,33.27,27830.0,7.5,7.4,14,8,10,0.0,0,moderado,0.0,scf
69,14764.5,1,1,2583.78,33,18.5,166905.0,5.0,4.9,5,6,5,0.0,1,conservador,0.0,scf
24,1771.0,1,0,259.94,3,43.8,8303.37,6.0,8.0,3,7,4,,0,moderado,,sintetico
63,15086.01,0,0,2262.9,19,21.48,60605.0,7.5,7.0,5,4,9,0.0,1,moderado,0.0,scf
29,8545.5,0,1,1495.47,3,18.11,1535775.0,7.5,7.7,36,8,9,1.0,0,agressivo,0.0,scf
63,11251.74,0,1,1969.05,28,22.64,281790.0,7.5,7.9,5,6,7,0.0,1,moderado,0.0,scf
75,44262.0,1,1,8852.4,40,27.83,442850.0,5.0,4.8,5,8,3,0.0,1,moderado,0.0,scf
58,22066.74,2,0,3310.02,16,27.86,2907295.0,10.0,10.0,7,4,9,1.0,1,agressivo,0.0,scf
25,6463.0,1,0,1017.97,0,30.4,69504.42,5.0,6.0,3,4,7,,0,moderado,,sintetico
23,3140.0,1,0,483.46,0,7.9,12799.14,4.0,3.0,3,2,9,,0,agressivo,,sintetico
57,11853.75,1,1,2370.75,32,26.61,152125.0,10.0,10.0,8,8,4,0.0,1,agressivo,0.0,scf
52,25499.76,0,1,4462.47,20,100.0,-132920.0,2.5,2.0,13,6,10,0.0,1,conservador,0.0,scf
